address_name,address_url,address_price,address_price_url,address_type,address_type_url,address_rooms,address_rooms_url,address_bathrooms,address_bathrooms_url
"Residence 9, InterContinental Hotel, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/residence-9-intercontinental-hotel-ballsbridge-dublin-2263204/,"€1,200,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/residence-9-intercontinental-hotel-ballsbridge-dublin-2263204/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/residence-9-intercontinental-hotel-ballsbridge-dublin-2263204/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/residence-9-intercontinental-hotel-ballsbridge-dublin-2263204/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/residence-9-intercontinental-hotel-ballsbridge-dublin-2263204/
"60 Nutley Avenue, Donnybrook, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/60-nutley-avenue-donnybrook-donnybrook-dublin-2262676/,"€2,250,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/60-nutley-avenue-donnybrook-donnybrook-dublin-2262676/,Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/60-nutley-avenue-donnybrook-donnybrook-dublin-2262676/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/60-nutley-avenue-donnybrook-donnybrook-dublin-2262676/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/60-nutley-avenue-donnybrook-donnybrook-dublin-2262676/
"20 Bushfield Terrace, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/20-bushfield-terrace-donnybrook-dublin-2261942/,"€845,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/20-bushfield-terrace-donnybrook-dublin-2261942/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/20-bushfield-terrace-donnybrook-dublin-2261942/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/20-bushfield-terrace-donnybrook-dublin-2261942/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/20-bushfield-terrace-donnybrook-dublin-2261942/
"Pembroke Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/pembroke-road-ballsbridge-dublin-1676735/,"€425,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/pembroke-road-ballsbridge-dublin-1676735/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/pembroke-road-ballsbridge-dublin-1676735/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/pembroke-road-ballsbridge-dublin-1676735/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/pembroke-road-ballsbridge-dublin-1676735/
"19 Vavasour Square, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/19-vavasour-square-sandymount-sandymount-dublin-2260705/,"€1,050,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/19-vavasour-square-sandymount-sandymount-dublin-2260705/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/19-vavasour-square-sandymount-sandymount-dublin-2260705/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/19-vavasour-square-sandymount-sandymount-dublin-2260705/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/19-vavasour-square-sandymount-sandymount-dublin-2260705/
"221 Llandaff Terrace, Elmpark Green, Merrion, Merrion, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/merrion/221-llandaff-terrace-elmpark-green-merrion-merrion-dublin-1698396/,"€645,000",https://www.daft.ie/dublin/houses-for-sale/merrion/221-llandaff-terrace-elmpark-green-merrion-merrion-dublin-1698396/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/merrion/221-llandaff-terrace-elmpark-green-merrion-merrion-dublin-1698396/,2,https://www.daft.ie/dublin/houses-for-sale/merrion/221-llandaff-terrace-elmpark-green-merrion-merrion-dublin-1698396/,2,https://www.daft.ie/dublin/houses-for-sale/merrion/221-llandaff-terrace-elmpark-green-merrion-merrion-dublin-1698396/
"Elmhurst, 27 Herbert Avenue, Merrion, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/merrion/elmhurst-27-herbert-avenue-merrion-dublin-2260418/,"€895,000",https://www.daft.ie/dublin/houses-for-sale/merrion/elmhurst-27-herbert-avenue-merrion-dublin-2260418/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/merrion/elmhurst-27-herbert-avenue-merrion-dublin-2260418/,5,https://www.daft.ie/dublin/houses-for-sale/merrion/elmhurst-27-herbert-avenue-merrion-dublin-2260418/,4,https://www.daft.ie/dublin/houses-for-sale/merrion/elmhurst-27-herbert-avenue-merrion-dublin-2260418/
"Apartment 7, 55 Percy Place, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-7-55-percy-place-dublin-4-dublin-2259521/,"€875,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-7-55-percy-place-dublin-4-dublin-2259521/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-7-55-percy-place-dublin-4-dublin-2259521/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-7-55-percy-place-dublin-4-dublin-2259521/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-7-55-percy-place-dublin-4-dublin-2259521/
"Apartment 39, The Clayton, The Gasworks, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-the-clayton-the-gasworks-dublin-4-dublin-2259277/,"€495,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-the-clayton-the-gasworks-dublin-4-dublin-2259277/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-the-clayton-the-gasworks-dublin-4-dublin-2259277/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-the-clayton-the-gasworks-dublin-4-dublin-2259277/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-the-clayton-the-gasworks-dublin-4-dublin-2259277/
"41 Belmont Avenue, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/41-belmont-avenue-donnybrook-dublin-2255335/,"€850,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/41-belmont-avenue-donnybrook-dublin-2255335/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/41-belmont-avenue-donnybrook-dublin-2255335/,6,https://www.daft.ie/dublin/houses-for-sale/donnybrook/41-belmont-avenue-donnybrook-dublin-2255335/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/41-belmont-avenue-donnybrook-dublin-2255335/
"Apartment 19, Brookfield, Anglesea Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-19-brookfield-anglesea-road-ballsbridge-dublin-2253373/,"€425,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-19-brookfield-anglesea-road-ballsbridge-dublin-2253373/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-19-brookfield-anglesea-road-ballsbridge-dublin-2253373/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-19-brookfield-anglesea-road-ballsbridge-dublin-2253373/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-19-brookfield-anglesea-road-ballsbridge-dublin-2253373/
"30 Gilford Park, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/30-gilford-park-sandymount-sandymount-dublin-2253294/,"€1,250,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/30-gilford-park-sandymount-sandymount-dublin-2253294/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/30-gilford-park-sandymount-sandymount-dublin-2253294/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/30-gilford-park-sandymount-sandymount-dublin-2253294/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/30-gilford-park-sandymount-sandymount-dublin-2253294/
"56 Fisherman's Wharf, Ringsend, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/56-fishermans-wharf-ringsend-ringsend-dublin-2253133/,"€375,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/56-fishermans-wharf-ringsend-ringsend-dublin-2253133/,Townhouse,https://www.daft.ie/dublin/houses-for-sale/ringsend/56-fishermans-wharf-ringsend-ringsend-dublin-2253133/,2,https://www.daft.ie/dublin/houses-for-sale/ringsend/56-fishermans-wharf-ringsend-ringsend-dublin-2253133/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/56-fishermans-wharf-ringsend-ringsend-dublin-2253133/
"72 Ballsbridge Wood, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/72-ballsbridge-wood-ballsbridge-dublin-2252692/,"€595,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/72-ballsbridge-wood-ballsbridge-dublin-2252692/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/72-ballsbridge-wood-ballsbridge-dublin-2252692/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/72-ballsbridge-wood-ballsbridge-dublin-2252692/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/72-ballsbridge-wood-ballsbridge-dublin-2252692/
"31 Pigeon House Road, Ringsend, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/31-pigeon-house-road-ringsend-ringsend-dublin-2252657/,"€395,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/31-pigeon-house-road-ringsend-ringsend-dublin-2252657/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ringsend/31-pigeon-house-road-ringsend-ringsend-dublin-2252657/,2,https://www.daft.ie/dublin/houses-for-sale/ringsend/31-pigeon-house-road-ringsend-ringsend-dublin-2252657/,2,https://www.daft.ie/dublin/houses-for-sale/ringsend/31-pigeon-house-road-ringsend-ringsend-dublin-2252657/
"Elysian House, 17 Leeson Street Upper, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/elysian-house-17-leeson-street-upper-donnybrook-dublin-2239003/,"€1,600,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/elysian-house-17-leeson-street-upper-donnybrook-dublin-2239003/,Townhouse,https://www.daft.ie/dublin/houses-for-sale/donnybrook/elysian-house-17-leeson-street-upper-donnybrook-dublin-2239003/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/elysian-house-17-leeson-street-upper-donnybrook-dublin-2239003/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/elysian-house-17-leeson-street-upper-donnybrook-dublin-2239003/
"224 The Waterside, Charlotte Quay, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/224-the-waterside-charlotte-quay-dublin-4-dublin-2250286/,"€395,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/224-the-waterside-charlotte-quay-dublin-4-dublin-2250286/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/224-the-waterside-charlotte-quay-dublin-4-dublin-2250286/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/224-the-waterside-charlotte-quay-dublin-4-dublin-2250286/,0,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/224-the-waterside-charlotte-quay-dublin-4-dublin-2250286/
"40 Aikenhead Terrace, Stella Gardens, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/40-aikenhead-terrace-stella-gardens-ringsend-dublin-2246051/,"€465,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/40-aikenhead-terrace-stella-gardens-ringsend-dublin-2246051/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/ringsend/40-aikenhead-terrace-stella-gardens-ringsend-dublin-2246051/,2,https://www.daft.ie/dublin/houses-for-sale/ringsend/40-aikenhead-terrace-stella-gardens-ringsend-dublin-2246051/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/40-aikenhead-terrace-stella-gardens-ringsend-dublin-2246051/
"172 Stillorgan Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/172-stillorgan-road-donnybrook-dublin-2246046/,"€1,200,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/172-stillorgan-road-donnybrook-dublin-2246046/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/172-stillorgan-road-donnybrook-dublin-2246046/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/172-stillorgan-road-donnybrook-dublin-2246046/,2,https://www.daft.ie/dublin/houses-for-sale/donnybrook/172-stillorgan-road-donnybrook-dublin-2246046/
"60 Heytesbury Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/60-heytesbury-lane-ballsbridge-dublin-2244814/,"€1,700,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/60-heytesbury-lane-ballsbridge-dublin-2244814/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/60-heytesbury-lane-ballsbridge-dublin-2244814/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/60-heytesbury-lane-ballsbridge-dublin-2244814/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/60-heytesbury-lane-ballsbridge-dublin-2244814/
"77 Waterloo Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/77-waterloo-road-ballsbridge-dublin-2244654/,"€1,150,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/77-waterloo-road-ballsbridge-dublin-2244654/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/77-waterloo-road-ballsbridge-dublin-2244654/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/77-waterloo-road-ballsbridge-dublin-2244654/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/77-waterloo-road-ballsbridge-dublin-2244654/
"8 Morehampton Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/8-morehampton-road-donnybrook-dublin-2244519/,"€1,950,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/8-morehampton-road-donnybrook-dublin-2244519/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/8-morehampton-road-donnybrook-dublin-2244519/,6,https://www.daft.ie/dublin/houses-for-sale/donnybrook/8-morehampton-road-donnybrook-dublin-2244519/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/8-morehampton-road-donnybrook-dublin-2244519/
"65 Waterloo Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/65-waterloo-lane-ballsbridge-dublin-2244244/,"€795,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/65-waterloo-lane-ballsbridge-dublin-2244244/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/65-waterloo-lane-ballsbridge-dublin-2244244/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/65-waterloo-lane-ballsbridge-dublin-2244244/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/65-waterloo-lane-ballsbridge-dublin-2244244/
"1 Newgrove Avenue, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-newgrove-avenue-sandymount-dublin-2244129/,"€595,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/1-newgrove-avenue-sandymount-dublin-2244129/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-newgrove-avenue-sandymount-dublin-2244129/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-newgrove-avenue-sandymount-dublin-2244129/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/1-newgrove-avenue-sandymount-dublin-2244129/
"10 Anglesea Road, Ballsbridge, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/10-anglesea-road-ballsbridge-ballsbridge-dublin-2243128/,"€1,295,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/10-anglesea-road-ballsbridge-ballsbridge-dublin-2243128/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/10-anglesea-road-ballsbridge-ballsbridge-dublin-2243128/,4,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/10-anglesea-road-ballsbridge-ballsbridge-dublin-2243128/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/10-anglesea-road-ballsbridge-ballsbridge-dublin-2243128/
"Flat 5, Saint Ann's Apartments, Donnybrook, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/flat-5-saint-anns-apartments-donnybrook-dublin-2242751/,"€590,000",https://www.daft.ie/dublin/apartments-for-sale/donnybrook/flat-5-saint-anns-apartments-donnybrook-dublin-2242751/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/flat-5-saint-anns-apartments-donnybrook-dublin-2242751/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/flat-5-saint-anns-apartments-donnybrook-dublin-2242751/,2,https://www.daft.ie/dublin/apartments-for-sale/donnybrook/flat-5-saint-anns-apartments-donnybrook-dublin-2242751/
"5 Greenfield Crescent, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/5-greenfield-crescent-donnybrook-dublin-2242678/,"€2,750,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/5-greenfield-crescent-donnybrook-dublin-2242678/,Detached House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/5-greenfield-crescent-donnybrook-dublin-2242678/,5,https://www.daft.ie/dublin/houses-for-sale/donnybrook/5-greenfield-crescent-donnybrook-dublin-2242678/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/5-greenfield-crescent-donnybrook-dublin-2242678/
"6 Serpentine Park, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/6-serpentine-park-sandymount-dublin-2242645/,"€1,250,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/6-serpentine-park-sandymount-dublin-2242645/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-serpentine-park-sandymount-dublin-2242645/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-serpentine-park-sandymount-dublin-2242645/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-serpentine-park-sandymount-dublin-2242645/
"24 Beach Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/24-beach-road-sandymount-dublin-2239398/,"€675,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/24-beach-road-sandymount-dublin-2239398/,Semi-Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-beach-road-sandymount-dublin-2239398/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-beach-road-sandymount-dublin-2239398/,1,https://www.daft.ie/dublin/houses-for-sale/sandymount/24-beach-road-sandymount-dublin-2239398/
"6 Martello View, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/6-martello-view-sandymount-dublin-2238620/,"€695,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/6-martello-view-sandymount-dublin-2238620/,End of Terrace House,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-martello-view-sandymount-dublin-2238620/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-martello-view-sandymount-dublin-2238620/,2,https://www.daft.ie/dublin/houses-for-sale/sandymount/6-martello-view-sandymount-dublin-2238620/
"Apartment 52, The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-52-the-cedars-herbert-park-lane-ballsbridge-dublin-2237233/,"€495,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-52-the-cedars-herbert-park-lane-ballsbridge-dublin-2237233/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-52-the-cedars-herbert-park-lane-ballsbridge-dublin-2237233/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-52-the-cedars-herbert-park-lane-ballsbridge-dublin-2237233/,1,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/apartment-52-the-cedars-herbert-park-lane-ballsbridge-dublin-2237233/
"Lucca, Strand Road, Sandymount, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/sandymount/lucca-strand-road-sandymount-dublin-2235899/,"€1,625,000",https://www.daft.ie/dublin/houses-for-sale/sandymount/lucca-strand-road-sandymount-dublin-2235899/,Detached House,https://www.daft.ie/dublin/houses-for-sale/sandymount/lucca-strand-road-sandymount-dublin-2235899/,4,https://www.daft.ie/dublin/houses-for-sale/sandymount/lucca-strand-road-sandymount-dublin-2235899/,3,https://www.daft.ie/dublin/houses-for-sale/sandymount/lucca-strand-road-sandymount-dublin-2235899/
"91 Marlborough Road, Donnybrook, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/donnybrook/91-marlborough-road-donnybrook-dublin-2235708/,"€1,475,000",https://www.daft.ie/dublin/houses-for-sale/donnybrook/91-marlborough-road-donnybrook-dublin-2235708/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/donnybrook/91-marlborough-road-donnybrook-dublin-2235708/,4,https://www.daft.ie/dublin/houses-for-sale/donnybrook/91-marlborough-road-donnybrook-dublin-2235708/,3,https://www.daft.ie/dublin/houses-for-sale/donnybrook/91-marlborough-road-donnybrook-dublin-2235708/
"70 Ailesbury Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/70-ailesbury-road-ballsbridge-dublin-2235192/,"€3,500,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/70-ailesbury-road-ballsbridge-dublin-2235192/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/70-ailesbury-road-ballsbridge-dublin-2235192/,5,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/70-ailesbury-road-ballsbridge-dublin-2235192/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/70-ailesbury-road-ballsbridge-dublin-2235192/
"The Mews, 37 Waterloo Lane, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/the-mews-37-waterloo-lane-ballsbridge-dublin-2234372/,"€875,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/the-mews-37-waterloo-lane-ballsbridge-dublin-2234372/,Detached House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/the-mews-37-waterloo-lane-ballsbridge-dublin-2234372/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/the-mews-37-waterloo-lane-ballsbridge-dublin-2234372/,2,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/the-mews-37-waterloo-lane-ballsbridge-dublin-2234372/
"Apartment 1, 2 Waterloo Road, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-1-2-waterloo-road-dublin-4-dublin-2233516/,"€365,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-1-2-waterloo-road-dublin-4-dublin-2233516/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-1-2-waterloo-road-dublin-4-dublin-2233516/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-1-2-waterloo-road-dublin-4-dublin-2233516/,1,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-1-2-waterloo-road-dublin-4-dublin-2233516/
"47 Haddington Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/47-haddington-road-ballsbridge-dublin-2232187/,"€1,185,000",https://www.daft.ie/dublin/houses-for-sale/ballsbridge/47-haddington-road-ballsbridge-dublin-2232187/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/47-haddington-road-ballsbridge-dublin-2232187/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/47-haddington-road-ballsbridge-dublin-2232187/,3,https://www.daft.ie/dublin/houses-for-sale/ballsbridge/47-haddington-road-ballsbridge-dublin-2232187/
"20 Shrewsbury Square, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/20-shrewsbury-square-ballsbridge-dublin-2232133/,"€875,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/20-shrewsbury-square-ballsbridge-dublin-2232133/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/20-shrewsbury-square-ballsbridge-dublin-2232133/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/20-shrewsbury-square-ballsbridge-dublin-2232133/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/20-shrewsbury-square-ballsbridge-dublin-2232133/
"152 Rosary Terrace, Stella Gardens, Ringsend, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/ringsend/152-rosary-terrace-stella-gardens-ringsend-dublin-2232090/,"€445,000",https://www.daft.ie/dublin/houses-for-sale/ringsend/152-rosary-terrace-stella-gardens-ringsend-dublin-2232090/,Terraced House,https://www.daft.ie/dublin/houses-for-sale/ringsend/152-rosary-terrace-stella-gardens-ringsend-dublin-2232090/,3,https://www.daft.ie/dublin/houses-for-sale/ringsend/152-rosary-terrace-stella-gardens-ringsend-dublin-2232090/,1,https://www.daft.ie/dublin/houses-for-sale/ringsend/152-rosary-terrace-stella-gardens-ringsend-dublin-2232090/
"16 Burleigh Court, Burlington Road, Ballsbridge, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/16-burleigh-court-burlington-road-ballsbridge-dublin-2045748/,"€545,000",https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/16-burleigh-court-burlington-road-ballsbridge-dublin-2045748/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/16-burleigh-court-burlington-road-ballsbridge-dublin-2045748/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/16-burleigh-court-burlington-road-ballsbridge-dublin-2045748/,2,https://www.daft.ie/dublin/apartments-for-sale/ballsbridge/16-burleigh-court-burlington-road-ballsbridge-dublin-2045748/
"Apartment 39, Shrewsbury, Donnybrook Castle, Dublin 4",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-shrewsbury-donnybrook-castle-dublin-4-dublin-2229290/,"€415,000",https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-shrewsbury-donnybrook-castle-dublin-4-dublin-2229290/,Apartment for sale,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-shrewsbury-donnybrook-castle-dublin-4-dublin-2229290/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-shrewsbury-donnybrook-castle-dublin-4-dublin-2229290/,2,https://www.daft.ie/dublin/apartments-for-sale/dublin-4/apartment-39-shrewsbury-donnybrook-castle-dublin-4-dublin-2229290/
"6 Raglan Lane, Dublin 4",https://www.daft.ie/dublin/houses-for-sale/dublin-4/6-raglan-lane-dublin-4-dublin-2159802/,"€1,625,000",https://www.daft.ie/dublin/houses-for-sale/dublin-4/6-raglan-lane-dublin-4-dublin-2159802/,Detached House,https://www.daft.ie/dublin/houses-for-sale/dublin-4/6-raglan-lane-dublin-4-dublin-2159802/,5,https://www.daft.ie/dublin/houses-for-sale/dublin-4/6-raglan-lane-dublin-4-dublin-2159802/,3,https://www.daft.ie/dublin/houses-for-sale/dublin-4/6-raglan-lane-dublin-4-dublin-2159802/
